geoid10,walk_min_venue,walk_min_rail,walk_min_28x28,euclid_km_venue,euclid_km_rail,network_method_walk,walk_speed_kmh,detour_factor,venues_within_15min_walk,rail_within_15min_walk,projects_within_15min_walk,venues_within_30min_walk,rail_within_30min_walk,projects_within_30min_walk,venues_within_45min_walk,rail_within_45min_walk,projects_within_45min_walk,transit_min_to_venue_via_rail,rail_invehicle_min_to_venue_stop,within_30min_transit_venue,within_45min_transit_venue,scenario_S0_access,scenario_S1_delta,scenario_S2_delta,scenario_S3_delta,scenario_S1_access,scenario_S2_access,scenario_S3_access
06037535604,159.75031383813757,34.298047406305464,120.61817762328519,8.875017435452087,1.9054470781280812,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,7,0,159.75031383813757,,False,False,0.2799275000280927,0.0,0.0,0.0,0.2799275000280927,0.2799275000280927,0.2799275000280927
06037535606,160.86396899668583,28.91533005129526,120.55903912095191,8.936887166482546,1.6064072250719588,detour_factor_1.35,4.5,1.35,0,0,0,0,3,0,0,14,0,160.86396899668583,,False,False,0.315591838064738,0.0,0.0,0.0,0.315591838064738,0.315591838064738,0.315591838064738
06037535902,190.48334779626384,37.39044991411291,160.49415046031564,10.582408210903546,2.077247217450717,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,4,0,190.48334779626384,,False,False,0.26286157064210347,0.0,0.0,0.0,0.26286157064210347,0.26286157064210347,0.26286157064210347
06037535702,176.11736311285972,58.60302915264057,142.71627402064513,9.784297950714429,3.255723841813365,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,176.11736311285972,,False,False,0.1853490067131634,0.0,0.0,0.0,0.1853490067131634,0.1853490067131634,0.1853490067131634
06037535901,200.71815106565117,50.62443094308563,159.11222274606934,11.151008392536175,2.812468385726979,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,200.71815106565117,,False,False,0.20847091020424074,0.0,0.0,0.0,0.20847091020424074,0.20847091020424074,0.20847091020424074
06037551800,249.90006943980111,24.484716158261584,54.617544716883174,13.883337191100061,1.3602620087923103,detour_factor_1.35,4.5,1.35,0,0,0,0,4,0,0,8,0,249.90006943980111,,False,False,0.35256533619738034,0.0,0.0,0.0,0.35256533619738034,0.35256533619738034,0.35256533619738034
06037501700,164.82460566770587,169.15105758643983,130.75869469428915,9.15692253709477,9.397280977024433,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,169.15105758643983,0.0,False,False,0.0730656099742534,0.019467846011093193,0.019467846011093193,0.019467846011093193,0.0925334559853466,0.0925334559853466,0.0925334559853466
06037190100,78.18530381980617,5.941988055252817,92.34854305045116,4.343627989989231,0.3301104475140454,detour_factor_1.35,4.5,1.35,0,3,0,0,7,0,0,7,0,78.18530381980617,,False,False,0.6917307921635301,0.0,0.0,0.0,0.6917307921635301,0.6917307921635301,0.6917307921635301
06037407200,36.72249504768412,194.89027171999902,153.99630141632474,2.0401386137602286,10.827237317777723,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,1,0,0,194.89027171999902,0.0,False,False,0.06403372629111029,0.01564930985058295,0.01564930985058295,0.01564930985058295,0.07968303614169324,0.07968303614169324,0.07968303614169324
06037407701,26.694179399687297,230.15014922927912,136.06385743482204,1.4830099666492942,12.786119401626618,detour_factor_1.35,4.5,1.35,0,0,0,1,0,0,1,0,0,230.15014922927912,0.0,False,False,0.05476073035017737,0.0344868201879375,0.0344868201879375,0.0033882023822751905,0.08924755053811487,0.08924755053811487,0.05814893273245256
06037407702,12.10884430940675,216.95089120364003,164.2717268505738,0.6727135727448195,12.05282728909111,detour_factor_1.35,4.5,1.35,1,0,0,1,0,0,1,0,0,216.95089120364003,0.0,False,False,0.05789946471644911,0.017173471378540993,0.017173471378540993,0.00868304519441835,0.0750729360949901,0.0750729360949901,0.06658250991086746
06037402101,56.56859619185637,35.71034177010846,45.51626068917352,3.142699788436465,1.9839078761171367,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,2,0,56.56859619185637,,False,False,0.27186652112042936,0.0,0.0,0.0,0.27186652112042936,0.27186652112042936,0.27186652112042936
06037408135,70.72609993430692,230.79374560318888,87.00550961685967,3.9292277741281616,12.821874755732713,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,230.79374560318888,0.0,False,False,0.05461636370457806,0.07826670471940048,0.07826670471940048,0.0,0.13288306842397854,0.13288306842397854,0.05461636370457806
06037408133,54.21869467876469,213.0287689699868,106.83162651203698,3.012149704375816,11.834931609443709,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,213.0287689699868,0.0,False,False,0.05890267495160019,0.0520559052409187,0.0520559052409187,0.0,0.11095858019251889,0.11095858019251889,0.05890267495160019
